cc_skill_code,code_desc,video_link,Video id,published_at,video_title,video_desc,channel_title,Label
7.NS.A.2.C,Apply properties of operations as strategies to multiply and divide rational numbers.,https://www.youtube.com/watch?v=YQ8H5GLPZsA,YQ8H5GLPZsA,2015-01-18T22:36:40.000Z,Lesson 16 Applying the Properties of Operations to Multiply and Divide Rational Numbers,,Daniel Minde,Yes
7.NS.A.2.C,Apply properties of operations as strategies to multiply and divide rational numbers.,https://www.youtube.com/watch?v=Q48o-VQ48og,Q48o-VQ48og,2017-10-06T19:11:17.000Z,Applying Multiplication and Division to Rational Numbers (7.NS.2c),"This video shows how to solve problems that involve the multiplication and division of rational numbers. For more videos and instructional resources, visit ...",TenMarks Amazon,Yes
7.NS.A.2.C,Apply properties of operations as strategies to multiply and divide rational numbers.,https://www.youtube.com/watch?v=4OmT_Nj1eng,4OmT_Nj1eng,2015-01-26T19:22:09.000Z,[7.NS.2c-1.0] Apply Properties to Multiply and Divide - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Apply properties of operations as strategies to multiply and divide rational numbers.,Freckle Education,Yes
7.NS.A.2.D,Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.,https://www.youtube.com/watch?v=xYP3p5ScKNo,xYP3p5ScKNo,2019-10-17T21:25:49.000Z,Grade 7 Module 2 Lesson 14: Converting Rational Numbers to Decimals Long Division,Inspired by Eureka Math for Grade 7.,Anastasia Lopez,Yes
7.NS.A.2.D,Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.,https://www.youtube.com/watch?v=EyAvSj1ZgXk,EyAvSj1ZgXk,2017-08-15T23:32:29.000Z,Rational Numbers (7-NS.A.2d),A quick and simple one for the next lesson app on rational numbers.,Guzinta Math,Yes
7.NS.A.2.D,Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.,https://www.youtube.com/watch?v=JzcylDGwRjk,JzcylDGwRjk,2017-10-06T19:14:22.000Z,Converting Rational Numbers to Decimals (7.NS.2d),"This lesson demonstrates how to convert rational numbers to decimals using division. For more videos and instructional resources, visit TenMarks.com.",TenMarks Amazon,Yes
7.NS.A.2.D,Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.,https://www.youtube.com/watch?v=lTAQ2HRErYw,lTAQ2HRErYw,2015-10-15T17:11:44.000Z,7.NS.2D - Fraction to Decimal Using Long Division,,Clarkademy,Yes
7.NS.A.2.D,Convert a rational number to a decimal using long division; know that the decimal form of a rational number terminates in 0s or eventually repeats.,https://www.youtube.com/watch?v=PouihkhCpIc,PouihkhCpIc,2016-11-11T01:57:05.000Z,Episode 14: Converting Rational Numbers to Decimals Using Long Division,Learning Goal: Students understand that rational numbers can be written as decimals that either terminate in 0 or repeat.,ROSALINE WILLIAMS,Yes
7.NS.A.3,Solve real-world and mathematical problems involving the four operations with rational numbers.,https://www.youtube.com/watch?v=uRrsTH3qC5c,uRrsTH3qC5c,2016-08-16T03:52:07.000Z,Using Rational Numbers (7.NS.3),,School 21,Yes
7.NS.A.3,Solve real-world and mathematical problems involving the four operations with rational numbers.,https://www.youtube.com/watch?v=NRlAWXJzNr8,NRlAWXJzNr8,2020-01-02T03:03:00.000Z,7.NS.A.3 Solving Real World Problems involving Rational Numbers - Google Slides,"Recorded with ScreenCastify (https://www.screencastify.com), the screen video recorder for Chrome.",Hannah Hale,Yes
7.NS.A.3,Solve real-world and mathematical problems involving the four operations with rational numbers.,https://www.youtube.com/watch?v=3oIBsiZxNRw,3oIBsiZxNRw,2015-02-18T16:47:47.000Z,Solving Operations on Rational Numbers - 7th Grade Math,"In this video, you will learn how to solve operations on rational numbers. Remember that rational numbers are numbers that can be made into simple fractions.",BroandSisMathClub,Yes
7.NS.A.3,Solve real-world and mathematical problems involving the four operations with rational numbers.,https://www.youtube.com/watch?v=QxXR0fxvTgM,QxXR0fxvTgM,2015-01-26T19:25:36.000Z,[7.NS.3-1.0] Solve Real-World Problems - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Solve real-world and mathematical problems involving the four operations with rational ...,Freckle Education,Yes
7.NS.A.3,Solve real-world and mathematical problems involving the four operations with rational numbers.,https://www.youtube.com/watch?v=yVZaPTMZUlM,yVZaPTMZUlM,2019-10-06T16:15:00.000Z,[7.NS.A.3] Integer Trails - Addition (7th Grade Math Integers),Get this game along with many more 7th grade math games here -- http://mathfilefoldergames.com/store The objective of the integer game/puzzle is to add ...,MathFileFolderGames Justin,Not Educational
7.EE.A.1,"Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients.",https://www.youtube.com/watch?v=51rqdW3u02M,51rqdW3u02M,2016-12-06T14:35:33.000Z,Working with Expressions (7.EE.1),,School 21,Yes
7.EE.A.1,"Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients.",https://www.youtube.com/watch?v=2-aPVBmi0P8,2-aPVBmi0P8,2015-02-15T15:44:08.000Z,CCSS 7.EE.1 - video 1 - working with expressions,CCSS 7.EE.1 - video 1 - working with expressions.,Robert Wirtz,Yes
7.EE.A.1,"Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients.",https://www.youtube.com/watch?v=bVSIaWBYtuw,bVSIaWBYtuw,2017-12-11T17:03:25.000Z,Factoring Expressions - 7.EE.A.1,"Here is a live look-in to a class lesson that I did on reviewing distributive property, and how the expression you get can then be factored back into a distributive ...",ParksMath,Yes
7.EE.A.1,"Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients.",https://www.youtube.com/watch?v=FuFyo9Zd9e0,FuFyo9Zd9e0,2019-05-15T02:52:29.000Z,Standard 7.EE.A.1 explanation,"In this video I will be explaining expressions , equations, and coefficients. This is a part of my math grade. Smash the like button In Tha Face. Shout out to my ...",SugaBray,Yes
7.EE.A.1,"Apply properties of operations as strategies to add, subtract, factor, and expand linear expressions with rational coefficients.",https://www.youtube.com/watch?v=PFn5uO78D8U,PFn5uO78D8U,2019-04-24T04:56:16.000Z,CCSS.MATH.CONTENT.7.EE.A.1,Working with expressions.,Anna Thomas,Yes
7.EE.A.2,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that ""increase by 5%"" is the same as ""multiply by 1.05.""",https://www.youtube.com/watch?v=yDJ5Fn06OqA,yDJ5Fn06OqA,2015-01-26T18:48:11.000Z,[7.EE.2-1.0] Rewriting Expressions in Different Forms - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Understand that rewriting an expression in different forms in a problem context can shed light ...,Freckle Education,Yes
7.EE.A.2,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that ""increase by 5%"" is the same as ""multiply by 1.05.""",https://www.youtube.com/watch?v=YUOXh6eFCrU,YUOXh6eFCrU,2019-05-29T21:33:57.000Z,Rewriting Expressions,7.EE.2 Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related.,Skubes Ed,Yes
7.EE.A.2,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that ""increase by 5%"" is the same as ""multiply by 1.05.""",https://www.youtube.com/watch?v=xiHcVRFBnA0,xiHcVRFBnA0,2015-03-30T05:50:52.000Z,7.EE.2-Interpreting Expressions and Equations ( Grade 7 Math) | www.lumoslearning.com,"http://lumoslearning.com In this video, seventh grade students learn about Expressions and Equations To Learn More! Schools/Teachers Visit: ...",Lumos Learning,Not Relevant
7.EE.A.2,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that ""increase by 5%"" is the same as ""multiply by 1.05.""",https://www.youtube.com/watch?v=zcMrjedUJIQ,zcMrjedUJIQ,2015-12-14T03:03:32.000Z,Compare Expressions (7.EE.A.2),Compare the value of writing a variable expression in a different form.,Math Man,Yes
7.EE.A.2,"Understand that rewriting an expression in different forms in a problem context can shed light on the problem and how the quantities in it are related. For example, a + 0.05a = 1.05a means that ""increase by 5%"" is the same as ""multiply by 1.05.""",https://www.youtube.com/watch?v=GvCv2Pz0o3I,GvCv2Pz0o3I,2015-02-18T20:32:46.000Z,CCSS 7.EE.2 - video 1 - Rewriting Linear Expressions,CCSS 7.EE.2 - video 1 - Rewriting Linear Expressions.,Robert Wirtz,Yes
7.EE.B.3,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",https://www.youtube.com/watch?v=IiTHAXv4_ts,IiTHAXv4_ts,2019-05-20T19:19:40.000Z,Solving 2 Step Equations,"7.EE.3 Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and ...",Skubes Ed,Yes
7.EE.B.3,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",https://www.youtube.com/watch?v=zeqrf8ZVQSs,zeqrf8ZVQSs,2019-05-24T05:31:52.000Z,Adding Integers,"7.EE.3 Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and ...",Skubes Ed,Not Relevant
7.EE.B.3,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",https://www.youtube.com/watch?v=za5uuoQJmmw,za5uuoQJmmw,2019-10-15T16:00:20.000Z,[7.EE.B.3] Mix Operations (7th Grade Math Game -- Decimal Game),The objective of the game is to evaluate numerical expressions involving decimals. Get this game along with many more math games here ...,MathFileFolderGames Justin,Not Educational
7.EE.B.3,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",https://www.youtube.com/watch?v=b7l5KEKtcIg,b7l5KEKtcIg,2019-10-16T16:45:00.000Z,[7.EE.B.3] Expression Bet (7th Grade Math Game),The objective is to evaluate algebraic expressions. Get this game along with many more math games here -- http://mathfilefoldergames.com/store You can ...,MathFileFolderGames Justin,Not Relevant
7.EE.B.3,"Solve multi-step real-life and mathematical problems posed with positive and negative rational numbers in any form (whole numbers, fractions, and decimals), using tools strategically. Apply properties of operations to calculate with numbers in any form; convert between forms as appropriate; and assess the reasonableness of answers using mental computation and estimation strategies. For example: If a woman making $25 an hour gets a 10% raise, she will make an additional 1/10 of her salary an hour, or $2.50, for a new salary of $27.50. If you want to place a towel bar 9 3/4 inches long in the center of a door that is 27 1/2 inches wide, you will need to place the bar about 9 inches from each edge; this estimate can be used as a check on the exact computation.",https://www.youtube.com/watch?v=ku1rHYu6K9Q,ku1rHYu6K9Q,2018-03-07T02:33:49.000Z,7 EE B3 Writing and Solving Real World Equations,,Alex Sandwisch,Yes
7.EE.B.4.A,"Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, and r are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach. For example, the perimeter of a rectangle is 54 cm. Its length is 6 cm. What is its width?",https://www.youtube.com/watch?v=aigXaO8ewdg,aigXaO8ewdg,2017-12-21T21:36:31.000Z,ParksMath VLOG #15 - Solving Two Step Equations - 7.EE.B.4a,"VLOG #15 not only gives you two great explanations of tricky two-step equation from students, but it also gives you another ParksMath organizer for equations.",ParksMath,Not Educational
7.EE.B.4.A,"Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, and r are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach. For example, the perimeter of a rectangle is 54 cm. Its length is 6 cm. What is its width?",https://www.youtube.com/watch?v=i1quLORCZ2g,i1quLORCZ2g,2015-01-26T18:47:56.000Z,[7.EE.4a-1.0] Equations in Form px + q = r - Common Core Standard,"Discover more Common Core Math at https://www.frontrowed.com Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, ...",Freckle Education,Yes
7.EE.B.4.A,"Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, and r are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach. For example, the perimeter of a rectangle is 54 cm. Its length is 6 cm. What is its width?",https://www.youtube.com/watch?v=b_zqUaywNAE,b_zqUaywNAE,2017-10-17T00:26:08.000Z,ParksMath VLOG #9 - Integer One Step Equation - 7.EE.B.4a - 7.NS.A.1b - 7.NS.A.1c,"Reverse engineering an expression that is asked to be simplified, gives us an equation that we need to solve. Finding an unknown amount with multiple signed ...",ParksMath,Not Relevant
7.EE.B.4.A,"Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, and r are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach. For example, the perimeter of a rectangle is 54 cm. Its length is 6 cm. What is its width?",https://www.youtube.com/watch?v=LaSgcIsnXlU,LaSgcIsnXlU,2010-12-17T03:02:20.000Z,7.EE.4 - Solve Two-Step Equations,Watch Mr. Almeida explain how to solve two-step equations. He first shows how to do it the traditional way and then shows how to think about in terms of the ...,MathwithMrAlmeida,Yes
7.EE.B.4.A,"Solve word problems leading to equations of the form px + q = r and p(x + q) = r, where p, q, and r are specific rational numbers. Solve equations of these forms fluently. Compare an algebraic solution to an arithmetic solution, identifying the sequence of the operations used in each approach. For example, the perimeter of a rectangle is 54 cm. Its length is 6 cm. What is its width?",https://www.youtube.com/watch?v=wOpw9aFCfPU,wOpw9aFCfPU,2017-01-02T01:22:28.000Z,Solving 2 Step Equations 1 (7.EE.4a),,School 21,Yes
7.EE.B.4.B,"Solve word problems leading to inequalities of the form px + q > r or px + q < r, where p, q, and r are specific rational numbers. Graph the solution set of the inequality and interpret it in the context of the problem. For example: As a salesperson, you are paid $50 per week plus $3 per sale. This week you want your pay to be at least $100. Write an inequality for the number of sales you need to make, and describe the solutions.",https://www.youtube.com/watch?v=JB5zC2nu4Cc,JB5zC2nu4Cc,2018-01-18T03:19:38.000Z,How to Solve Two-Step Inequalities - 7.EE.B.4b - 7th Grade Middle School Math,A brief explanation on how to solve two step inequalities. (psssst...solve them the same as equations : ) ) Hit the 'THUMBS UP' if you liked the video.,ParksMath,Not Educational
7.EE.B.4.B,"Solve word problems leading to inequalities of the form px + q > r or px + q < r, where p, q, and r are specific rational numbers. Graph the solution set of the inequality and interpret it in the context of the problem. For example: As a salesperson, you are paid $50 per week plus $3 per sale. This week you want your pay to be at least $100. Write an inequality for the number of sales you need to make, and describe the solutions.",https://www.youtube.com/watch?v=7222_XNBmeo,7222_XNBmeo,2015-01-26T18:47:03.000Z,[7.EE.4b-1.0] Inequalities in Form px + q greater than r - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Solve word problems leading to inequalities of the form px + q greater than r or px + q less ...,Freckle Education,Yes
7.EE.B.4.B,"Solve word problems leading to inequalities of the form px + q > r or px + q < r, where p, q, and r are specific rational numbers. Graph the solution set of the inequality and interpret it in the context of the problem. For example: As a salesperson, you are paid $50 per week plus $3 per sale. This week you want your pay to be at least $100. Write an inequality for the number of sales you need to make, and describe the solutions.",https://www.youtube.com/watch?v=Gep1hN-yeFQ,Gep1hN-yeFQ,2017-02-14T14:50:14.000Z,Solving and Graphing Two Step Inequalities | 7.EE.B.4b,7th grade math tutorial on how to solve and graph two step inequalities.,ParksMath,Yes
7.EE.B.4.B,"Solve word problems leading to inequalities of the form px + q > r or px + q < r, where p, q, and r are specific rational numbers. Graph the solution set of the inequality and interpret it in the context of the problem. For example: As a salesperson, you are paid $50 per week plus $3 per sale. This week you want your pay to be at least $100. Write an inequality for the number of sales you need to make, and describe the solutions.",https://www.youtube.com/watch?v=Re9DQipGsbs,Re9DQipGsbs,2014-05-13T17:59:28.000Z,7.EE.4B-1 - Understanding Inequalities,Understanding Inequalities.,Clarkademy,Not Relevant
7.EE.B.4.B,"Solve word problems leading to inequalities of the form px + q > r or px + q < r, where p, q, and r are specific rational numbers. Graph the solution set of the inequality and interpret it in the context of the problem. For example: As a salesperson, you are paid $50 per week plus $3 per sale. This week you want your pay to be at least $100. Write an inequality for the number of sales you need to make, and describe the solutions.",https://www.youtube.com/watch?v=OYajy-IfgAo,OYajy-IfgAo,2017-02-01T02:39:57.000Z,Solving word problems involving inequalities,Learn to solve word problems that include inequalities .http://www.moomoomathblog.com/2016/02/inequalities-word-problems-5th-6th-math.html Additional ...,MooMoo Math and Science,Yes
7.G.A.1,"Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale.",https://www.youtube.com/watch?v=NopDEaz6bL4,NopDEaz6bL4,2015-05-11T16:44:01.000Z,Scale Drawings and Scale Factors,"7.G.1 – Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a ...",Nicole Ullian,Yes
7.G.A.1,"Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale.",https://www.youtube.com/watch?v=hCGgT7Gmzg0,hCGgT7Gmzg0,2017-08-09T00:55:15.000Z,Scale Drawings (7-G.A.1),"Use ratios to interpret and create scale drawings, and draw the same object at different scales. Stock media provided by yoydesign and Marien_ij/ Pond5 and ...",Guzinta Math,Yes
7.G.A.1,"Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale.",https://www.youtube.com/watch?v=kjpWYcNDgWc,kjpWYcNDgWc,2017-09-10T19:58:19.000Z,7.G.1 - &quot;Scaled Copies&quot; (with Mr. Almeida),"In this video, Mr. Almeida explains some properties of scaled copies of original figures. This video addresses 7.G.1 or 7.G.A.1 of the seventh grade math ...",MathwithMrAlmeida,Not Relevant
7.G.A.1,"Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale.",https://www.youtube.com/watch?v=Zsdv_X18wD8,Zsdv_X18wD8,2017-09-14T23:22:46.000Z,Open Up - Lesson 7.1.3 - Making Scaled Copies (7.G.1),"In this video, Mr. Almeida summarized the main takeaways from Open Up Resources' Grade 7, Unit 1, Lesson 3. In it, he explains how scaled factors are used to ...",MathwithMrAlmeida,Yes
7.G.A.1,"Solve problems involving scale drawings of geometric figures, including computing actual lengths and areas from a scale drawing and reproducing a scale drawing at a different scale.",https://www.youtube.com/watch?v=EDS5lfRFARg,EDS5lfRFARg,2016-08-23T21:00:00.000Z,Scale Diagrams (Using Ratios to find a scale and hence draw a scale diagram),More resources available at www.misterwootube.com.,Eddie Woo,Yes
7.G.A.2,"Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle.",https://www.youtube.com/watch?v=fDj2x3Cb8ts,fDj2x3Cb8ts,2015-01-26T18:04:37.000Z,[7.G.2-1.0] Drawing Triangles - Common Core Standard,"Discover more Common Core Math at https://www.frontrowed.com Draw geometric shapes with given conditions, with a focus on constructing triangles from ...",Freckle Education,Yes
7.G.A.2,"Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle.",https://www.youtube.com/watch?v=xrUwPbeETXE,xrUwPbeETXE,2016-08-09T18:52:35.000Z,7.G.A.2.P1.mp4,Common Core State Standards mathematics video.,SEDL,Yes
7.G.A.2,"Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle.",https://www.youtube.com/watch?v=NzcTKGxwCCE,NzcTKGxwCCE,2013-02-27T20:57:19.000Z,Constructing Triangles,"This video shows you how to construct three types of triangles using a compass, protractor and a ruler. You can construct them with me by pausing the video or ...",Lambeth Academy,Yes
7.G.A.2,"Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle.",https://www.youtube.com/watch?v=xWUC47m9uKY,xWUC47m9uKY,2016-11-17T14:05:42.000Z,Drawing triangles with given conditions,"Can you draw a unique triangle with the given information, or several different ones? We look at six different situations: - an equilateral triangle (e.g. all angles ...",Math Mammoth,Yes
7.G.A.2,"Draw (freehand, with ruler and protractor, and with technology) geometric shapes with given conditions. Focus on constructing triangles from three measures of angles or sides, noticing when the conditions determine a unique triangle, more than one triangle, or no triangle.",https://www.youtube.com/watch?v=eBsa_1cpN9s,eBsa_1cpN9s,2014-03-09T19:11:31.000Z,How to Construct a Triangle When Given the Angles : Fun with Math!,Subscribe Now: http://www.youtube.com/subscription_center?add_user=ehoweducation Watch More: http://www.youtube.com/ehoweducation When ...,eHowEducation,Yes
7.G.A.3,"Describe the two-dimensional figures that result from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids.",https://www.youtube.com/watch?v=B64TkkVRAwI,B64TkkVRAwI,2017-10-06T18:51:00.000Z,Plane Sections of Rectangular Prisms and Pyramids (7.G.3),"This lesson identifies how prisms and pyramids change when parallel and perpendicular cuts are made. For more videos and instructional resources, visit ...",TenMarks Amazon,Yes
7.G.A.3,"Describe the two-dimensional figures that result from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids.",https://www.youtube.com/watch?v=hlD_j3AtxGs,hlD_j3AtxGs,2014-07-10T15:45:57.000Z,Math Shorts Episode 8 - Slicing Three Dimensional Figures,This Math Shorts episode helps students understand the two-dimensional figures that result from slicing solid three-dimensional figures. The video demonstrates ...,Planet Nutshell,Yes
7.G.A.3,"Describe the two-dimensional figures that result from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids.",https://www.youtube.com/watch?v=ZALxVE9hJ1I,ZALxVE9hJ1I,2015-01-26T18:03:53.000Z,[7.G.3-1.0] Slices of 3D Figures - Common Core Standard,Discover more Common Core Math at https://www.frontrowed.com Describe the two-dimensional figures that result from slicing three-dimensional figures as in ...,Freckle Education,Yes
7.G.A.3,"Describe the two-dimensional figures that result from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids.",https://www.youtube.com/watch?v=lYeqxD1f5co,lYeqxD1f5co,2015-12-03T15:47:51.000Z,#23b Slicing Three-Dimensional Figures,"Honors Math 7, Lesson #23b.",Waterford Junior High School Math,Yes
7.G.A.3,"Describe the two-dimensional figures that result from slicing three-dimensional figures, as in plane sections of right rectangular prisms and right rectangular pyramids.",https://www.youtube.com/watch?v=c0roInrdEMQ,c0roInrdEMQ,2019-06-28T19:50:04.000Z,2D Cross Sections By Slicing A Cube (7.G.A.3 CCSS),7.G.A.3 Discover how to slice a cube with a two-dimensional plane. We sketch some slices and actually use Play-doh to make four polygons. 1. What are the four ...,Muddy Math,Yes
7.G.B.4,Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.,https://www.youtube.com/watch?v=O-cawByg2aA,O-cawByg2aA,2016-08-20T20:28:52.000Z,"Math Antics - Circles, Circumference And Area","This video teaches clearly about circles, what radius and diameter is?, how circumference is calculated?, what is π (pi) after all?, why pi r squared is used to find area? etc.",Tina Forster,Yes
7.G.B.4,Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.,https://www.youtube.com/watch?v=557vBwreipo,557vBwreipo,2018-04-20T15:40:36.000Z,How to find Radius and Diameter of a Circle  - 7.G.B.4 - 7th Grade - Middle School Math,Here is an in class look at our MATH HACK on how a basic soda can can provide a real world example of radius and diameter. I provide viewers with the ...,ParksMath,Yes
7.G.B.4,Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.,https://www.youtube.com/watch?v=uAmVmeDooQ4,uAmVmeDooQ4,2019-05-07T02:50:51.000Z,Skill Support Tuesday 5 7 19 7 G B 4 Circumference and Area,,maguirre1982,Yes
7.G.B.4,Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.,https://www.youtube.com/watch?v=--2v7MZOJGg,--2v7MZOJGg,2019-10-07T19:11:09.000Z,Common Corely - 7.G.B.4 Circumference and Area of Circles,Welcome to Common Corely! Need to print a copy? Just go to https://www.commoncorely.com or click the link below: http://bit.ly/7-g-b-4-ex-1 And don't forget to ...,Common Corely,Yes
7.G.B.4,Know the formulas for the area and circumference of a circle and use them to solve problems; give an informal derivation of the relationship between the circumference and area of a circle.,https://www.youtube.com/watch?v=AkTyNRAp2qg,AkTyNRAp2qg,2019-07-30T00:33:47.000Z,Circles Area and Circumference,Finding the area and circumference of a circle. CCSS.Math.Content.7.G.B.4 Know the formulas for the area and circumference of a circle and use them to solve ...,Michael Taylor,Yes
7.G.B.5,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure.",https://www.youtube.com/watch?v=IvU3rkSBxBE,IvU3rkSBxBE,2018-03-20T01:28:37.000Z,7.G.B.5 Intro to Angles,,Alex Sandwisch,Yes
7.G.B.5,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure.",https://www.youtube.com/watch?v=3XddwCSMo-8,3XddwCSMo-8,2014-07-10T15:43:54.000Z,Math Shorts Episode 9 - Finding Unknown Angles,"This Math Shorts video reviews different types of angles: complementary, supplementary, adjacent angles and then explains how to find unknown angles.",Planet Nutshell,Yes
7.G.B.5,"Use facts about supplementary, complementary, vertical, and adjacent angles in a multi-step problem to write and solve simple equations for an unknown angle in a figure.",https://www.youtube.com/watch?v=c-Sg1HWcES0,c-Sg1HWcES0,2015-11-27T16:33:46.000Z,Supplementary and Complementary Angles,Learn about supplementary and complementary angles in this video lesson. This lesson supports Common Core Math Standard 7.G.B.5.,Help Teaching,Yes
